Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,ManageStaff,DatabaseServers,PopulationOfLargestCityWithin20Miles,Gender,SalaryUSD
United States,Microsoft SQL Server,17,Full time employee,No,2,Not Asked,Male,95532
Russia,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner",No,5,Not Asked,Male,30000
United States,Microsoft SQL Server,8,Full time employee,Yes,30,Not Asked,Male,89000
United States,Microsoft SQL Server,10,Full time employee,No,20,Not Asked,Male,68000
United States,Microsoft SQL Server,10,Full time employee,No,2000,Not Asked,Male,110000
Russia,Microsoft SQL Server,7,Full time employee,Yes,8,Not Asked,Male,35000
United States,Microsoft SQL Server,19,Full time employee of a consulting/contracting company,No,6,Not Asked,Male,130000
United States,Microsoft SQL Server,4,Full time employee,No,20,Not Asked,Male,90000
United States,Microsoft SQL Server,5,Full time employee,No,1,Not Asked,Male,68000
United States,Microsoft SQL Server,3,Full time employee,No,80,Not Asked,Male,90000
United States,Microsoft SQL Server,20,Full time employee,Yes,65,Not Asked,Male,96000
Belgium,Microsoft SQL Server,5,Full time employee of a consulting/contracting company,Yes,10,Not Asked,Male,45500
Canada,Microsoft SQL Server,6,Full time employee,No,230,Not Asked,Male,54462
United States,Microsoft SQL Server,28,Full time employee,Yes,5,Not Asked,Male,110000
United States,Microsoft SQL Server,5,Full time employee,No,10,Not Asked,Male,92000
United States,Microsoft SQL Server,10,Full time employee,Yes,8,Not Asked,Prefer not to say,120000
Canada,Microsoft SQL Server,10,Full time employee,Yes,5,Not Asked,Male,66152
United States,Microsoft SQL Server,15,Full time employee,No,30,Not Asked,Male,116000
United Kingdom,Microsoft SQL Server,4,Full time employee,No,1,Not Asked,Male,75000
United States,Microsoft SQL Server,5,Full time employee,Yes,10,Not Asked,Male,107900
United States,Microsoft SQL Server,4,Full time employee,No,4,Not Asked,Male,705000
United States,Microsoft SQL Server,4,Full time employee,No,52,Not Asked,Male,68000
United States,Microsoft SQL Server,20,Full time employee,No,70,Not Asked,Cyborg,120000
United Kingdom,Microsoft SQL Server,2,"Independent consultant, contractor, freelancer,  or company owner",No,4,Not Asked,Male,60000
United States,Microsoft SQL Server,22,Full time employee,No,40,Not Asked,Male,125000
United States,Microsoft SQL Server,25,Full time employee,No,10,Not Asked,Male,160000
United States,Microsoft SQL Server,32,Full time employee,Yes,20,Not Asked,Male,129000
United States,Microsoft SQL Server,8,Full time employee,No,25,Not Asked,Male,65000
United States,Microsoft SQL Server,20,Full time employee,No,400,Not Asked,Male,136000
United States,Microsoft SQL Server,12,Full time employee of a consulting/contracting company,Yes,20,Not Asked,Male,90000
United States,Microsoft SQL Server,15,Full time employee,Yes,200,Not Asked,Male,137000
United Kingdom,Microsoft SQL Server,12,Full time employee,No,30,Not Asked,Male,84000
Canada,Microsoft SQL Server,18,Full time employee,No,20,Not Asked,Male,85000
United States,Microsoft SQL Server,11,Full time employee,No,3,Not Asked,Female,89000
United States,Microsoft SQL Server,15,Full time employee,No,15,Not Asked,Male,146000
United States,Microsoft SQL Server,4,Full time employee,No,1000,Not Asked,Male,75200
United States,Microsoft SQL Server,17,Full time employee,Yes,8,Not Asked,Male,109000
Sweden,Microsoft SQL Server,26,Full time employee,No,3,Not Asked,Male,83000
United States,Microsoft SQL Server,12,Full time employee,No,135,Not Asked,Male,75000
Pakistan,Microsoft SQL Server,15,"Independent consultant, contractor, freelancer,  or company owner",No,1,Not Asked,Male,63000
United States,Microsoft SQL Server,8,Full time employee,No,15,Not Asked,Male,89000
United States,Microsoft SQL Server,2,Full time employee,No,5,Not Asked,Male,80000
United States,Microsoft SQL Server,2,Full time employee,No,5,Not Asked,Male,68000
United States,Microsoft SQL Server,7,Full time employee,No,9,Not Asked,Male,93000
United States,Microsoft SQL Server,5,Full time employee,No,100,Not Asked,Male,85500
United States,Microsoft SQL Server,7,Full time employee,No,6,Not Asked,Male,60000
United States,Microsoft SQL Server,5,Full time employee,No,150,Not Asked,Male,85000
United States,Microsoft SQL Server,6,Full time employee,No,3,Not Asked,Male,100000
Canada,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,No,5,Not Asked,Male,78000
United Kingdom,MongoDB,1,Full time employee,No,50,Not Asked,Male,90435
United States,Microsoft SQL Server,12,Full time employee,No,7,Not Asked,Male,120000
United States,Microsoft SQL Server,20,Full time employee,No,20,Not Asked,Male,115000
United States,Microsoft SQL Server,17,Full time employee,Yes,4,Not Asked,Male,125000
United States,Microsoft SQL Server,8,"Independent consultant, contractor, freelancer,  or company owner",No,10,Not Asked,Male,160000
United States,Microsoft SQL Server,17,Full time employee,No,20,Not Asked,Male,130000
United States,Other,1,"Independent consultant, contractor, freelancer,  or company owner",No,3,Not Asked,Male,156000
United States,Microsoft SQL Server,8,Full time employee,No,150,Not Asked,Male,75524
United Kingdom,Microsoft SQL Server,18,Full time employee,No,80,Not Asked,Male,82000
United Kingdom,Microsoft SQL Server,20,Full time employee,Yes,200,Not Asked,Male,65000
United States,Microsoft SQL Server,4,Full time employee,No,2,Not Asked,Male,82500
United Arab Emirates,Microsoft SQL Server,5,Full time employee,No,10,Not Asked,Male,115000
Canada,Microsoft SQL Server,20,Full time employee,No,3,Not Asked,Male,98000
United States,Other,5,Full time employee,No,3,Not Asked,Male,65000
United Kingdom,Microsoft SQL Server,3,Full time employee,No,4,Not Asked,Male,42910
United States,Microsoft SQL Server,18,Full time employee,Yes,2,Not Asked,Vulcan,205000
United States,Microsoft SQL Server,5,"Independent consultant, contractor, freelancer,  or company owner",No,2,Not Asked,Male,82000
Canada,Microsoft SQL Server,20,"Independent consultant, contractor, freelancer,  or company owner",No,1500,Not Asked,Male,110000
Netherlands,Microsoft SQL Server,6,Full time employee of a consulting/contracting company,No,100,Not Asked,Male,60000
United States,Microsoft SQL Server,3,Full time employee,No,2,Not Asked,Male,85000
United States,Microsoft SQL Server,12,Full time employee,Yes,20,Not Asked,Male,115000
United States,Microsoft SQL Server,8,Full time employee,No,8,Not Asked,Male,74000
Canada,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner",No,200,Not Asked,Male,150000
United States,Microsoft SQL Server,6,Full time employee,No,6,Not Asked,Male,52000
Canada,Microsoft SQL Server,13,Full time employee,No,20,Not Asked,Male,105000
United States,Microsoft SQL Server,10,Full time employee,No,120,Not Asked,Male,82000
United States,Microsoft SQL Server,2,Full time employee,No,500,Not Asked,Male,53500
Mexico,Microsoft SQL Server,12,Full time employee,Yes,300,Not Asked,Male,40000
United States,Microsoft SQL Server,17,Full time employee,No,25,Not Asked,Male,105000
United States,Microsoft SQL Server,4,Full time employee,No,1100,Not Asked,Male,75000
United States,Microsoft SQL Server,18,Full time employee,Yes,20,Not Asked,Male,75000
United States,Microsoft SQL Server,8,Full time employee,No,378,Not Asked,Male,90000
United States,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,No,1000,Not Asked,Male,240000
United States,Microsoft SQL Server,1,Full time employee,No,1,Not Asked,Male,54000
France,Microsoft SQL Server,5,Full time employee,No,200,Not Asked,Male,73500
United States,Microsoft SQL Server,15,Full time employee,No,10,Not Asked,Male,82000
United States,Microsoft SQL Server,15,Full time employee,No,15,Not Asked,Male,118000
United Arab Emirates,Microsoft SQL Server,7,Full time employee,No,6,Not Asked,Male,58000
United States,Microsoft SQL Server,5,Full time employee of a consulting/contracting company,No,1000,Not Asked,Male,105000
United States,Microsoft SQL Server,10,Full time employee,Yes,168,Not Asked,Male,121000
United States,Microsoft SQL Server,16,Full time employee,No,9,Not Asked,Male,88000
United States,Microsoft SQL Server,3,Full time employee,No,100,Not Asked,Male,100000
United States,Microsoft SQL Server,20,"Independent consultant, contractor, freelancer,  or company owner",No,12,Not Asked,Male,104000
United States,PostgreSQL,3,Full time employee,No,133,Not Asked,Male,164000
United States,Microsoft SQL Server,17,Full time employee,No,5,Not Asked,Male,120000
United States,Microsoft SQL Server,15,Full time employee,Yes,150,Not Asked,Female,114000
United States,Microsoft SQL Server,7,Full time employee,Yes,7,Not Asked,Male,117500
United States,Microsoft SQL Server,5,Full time employee,Yes,5,Not Asked,Male,75000
United States,Microsoft SQL Server,17,Full time employee,No,100,Not Asked,Male,113000
United States,Microsoft SQL Server,20,Full time employee,Yes,20,Not Asked,Male,165000
United States,Microsoft SQL Server,5,Full time employee,No,30,Not Asked,Male,48000
United States,Microsoft SQL Server,17,Full time employee,Yes,25,Not Asked,Male,152000
United States,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,No,60,Not Asked,Male,114000
United States,Microsoft SQL Server,10,Full time employee,No,30,Not Asked,Male,62000
United States,Microsoft SQL Server,10,Full time employee,No,6,Not Asked,Male,67000
United States,Microsoft SQL Server,5,Full time employee,No,5,Not Asked,Male,97000
United States,Microsoft SQL Server,14,Full time employee of a consulting/contracting company,No,200,Not Asked,Male,95000
United States,Microsoft SQL Server,7,Full time employee,No,24,Not Asked,Male,86150
United States,Microsoft SQL Server,10,Full time employee,Yes,20,Not Asked,Male,100000
United States,Microsoft SQL Server,17,Full time employee,Yes,9,Not Asked,Female,80000
United States,Microsoft SQL Server,20,Full time employee,No,55,Not Asked,Male,123217
United States,Microsoft SQL Server,15,Full time employee,No,200,Not Asked,Male,105000
United States,Microsoft SQL Server,20,Full time employee,No,8,Not Asked,Female,68000
United States,Microsoft SQL Server,15,Full time employee,No,1,Not Asked,Male,95000
United States,Microsoft SQL Server,16,Full time employee,No,40,Not Asked,Female,140000
United States,Oracle,2,Full time employee,No,20,Not Asked,Male,89600
United States,Microsoft SQL Server,4,Full time employee,No,100,Not Asked,Male,95378
United States,Microsoft SQL Server,25,Full time employee,No,5300,Not Asked,Female,125000
Israel,Microsoft SQL Server,8,Full time employee,No,10,Not Asked,Male,92747
United States,Microsoft SQL Server,17,Full time employee,No,4,Not Asked,Male,125000
United States,Microsoft SQL Server,3,Full time employee,No,11,Not Asked,Male,70000
United States,Microsoft SQL Server,8,Full time employee,No,5,Not Asked,Male,107000
United States,Microsoft SQL Server,18,Full time employee,No,4,Not Asked,Male,137443
United States,Microsoft SQL Server,4,Full time employee,No,3,Not Asked,Male,51000
United States,Microsoft SQL Server,14,Full time employee,No,5,Not Asked,Male,110000
United States,Microsoft SQL Server,21,Full time employee,Yes,6,Not Asked,Male,128000
United States,Microsoft SQL Server,10,Part time,No,25,Not Asked,Male,50000
Canada,Microsoft SQL Server,10,Full time employee,No,17,Not Asked,Male,60000
United Kingdom,Microsoft SQL Server,17,Full time employee,No,60,Not Asked,Male,55000
United Kingdom,Microsoft SQL Server,12,Full time employee,No,40,Not Asked,Grayson Perry,54000
United States,Microsoft SQL Server,3,Full time employee,No,17,Not Asked,Male,83000
United States,Microsoft SQL Server,2,Full time employee of a consulting/contracting company,No,30,Not Asked,Female,128800
United States,Microsoft SQL Server,20,Full time employee,No,8,Not Asked,Male,120000
United States,Microsoft SQL Server,7,Full time employee,Yes,15,Not Asked,Male,75000
Russia,Microsoft SQL Server,5,Full time employee,No,1,Not Asked,Male,23000
United States,Microsoft SQL Server,17,Full time employee,No,4,Not Asked,Female,95000
United States,Microsoft SQL Server,11,Full time employee,Yes,1200,Not Asked,Prefer not to say,72000
United States,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner",Yes,1000,Not Asked,Male,1000000
United States,Microsoft SQL Server,10,Full time employee,No,30,Not Asked,Female,140000
United States,Microsoft SQL Server,20,Full time employee,No,10,Not Asked,Male,155000
United States,Microsoft SQL Server,17,Full time employee,No,20,Not Asked,Male,147000
United Kingdom,Microsoft SQL Server,4,Full time employee,No,90,Not Asked,Male,47677
United States,Microsoft SQL Server,19,Full time employee,Yes,10,Not Asked,Male,135000
United States,Microsoft SQL Server,5,Full time employee,No,115,Not Asked,Male,87500
United Kingdom,Microsoft SQL Server,9,Full time employee,No,3,Not Asked,Male,43600
United Kingdom,Microsoft SQL Server,9,Full time employee,Yes,200,Not Asked,Male,65000
Netherlands,Microsoft SQL Server,12,Full time employee,No,8,Not Asked,Male,55000
United States,Microsoft SQL Server,5,Full time employee,No,20,Not Asked,Male,80000
United States,Microsoft SQL Server,7,Full time employee,No,5,Not Asked,Male,92500
United States,Microsoft SQL Server,20,Full time employee,No,100,Not Asked,Male,110000
Argentina,Microsoft SQL Server,1,Full time employee,No,100,Not Asked,Male,1600
United States,Microsoft SQL Server,20,Full time employee,Yes,20,Not Asked,Female,96000
United States,DB2,7,Full time employee,No,20,Not Asked,Male,96000
United Kingdom,Microsoft SQL Server,15,Full time employee,No,12,Not Asked,Male,73700
Canada,Microsoft SQL Server,22,Full time employee,Yes,8,Not Asked,Male,86000
United States,Microsoft SQL Server,21,Full time employee,No,25,Not Asked,Male,140000
United States,Microsoft SQL Server,15,"Independent consultant, contractor, freelancer,  or company owner",Yes,5,Not Asked,Male,120000
United States,Microsoft SQL Server,19,Full time employee,Yes,500,Not Asked,Female,103900
United States,Microsoft SQL Server,3,Full time employee,No,70,Not Asked,Male,62000
Sweden,Microsoft SQL Server,7,Full time employee,No,25,Not Asked,Attackhelicopter with rabbitears and afro-icelandic teeth,50000
United States,Microsoft SQL Server,7,Full time employee,Yes,10,Not Asked,Male,140000
United States,Microsoft SQL Server,7,Full time employee,No,30,Not Asked,Male,101000
United States,Microsoft SQL Server,17,Full time employee,Yes,300,Not Asked,Male,131000
United States,Microsoft SQL Server,13,Full time employee,Yes,6,Not Asked,Male,134000
South Africa,Microsoft SQL Server,21,Full time employee,No,4,Not Asked,Male,4000
United States,Microsoft SQL Server,10,Full time employee,Yes,3,Not Asked,Male,90000
United States,Microsoft SQL Server,9,Full time employee,No,100,Not Asked,Female,90000
United States,Microsoft SQL Server,5,Full time employee,No,5,Not Asked,Male,65000
United States,Microsoft SQL Server,22,Full time employee,No,8,Not Asked,Male,93000
United States,Microsoft SQL Server,10,Full time employee,No,4,Not Asked,Male,66000
United States,Microsoft SQL Server,17,Full time employee,No,22,Not Asked,Female,115000
United States,Microsoft SQL Server,6,Full time employee,No,12,Not Asked,Male,88000
United States,Microsoft SQL Server,20,Full time employee,Yes,15,Not Asked,Male,175000
United States,Microsoft SQL Server,16,Full time employee,No,7,Not Asked,Male,105000
